gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,cusip,curcd,at,bkvlps,ceq,dltt,dt,ni,pi,txt,costat
4040,20091231,2009,INDL,C,D,STD,257867200,USD,8747.6,10.3743,2134,2982.5,3322.4,-27.3,93.1,114.5,A
4040,20101231,2010,INDL,C,D,STD,257867200,USD,9083.2,10.7662,2224.3,3398.6,3530,221.7,323,105.9,A
4040,20111231,2011,INDL,C,D,STD,257867200,USD,8281.7,5.8415,1042.7,3416.8,3660.5,-122.6,-237.4,-116.3,A
4040,20121231,2012,INDL,C,D,STD,257867200,USD,7262.7,0.2927,52.8,3420.2,3438.6,-651.4,-640,13.6,A
4040,20131231,2013,INDL,C,D,STD,257867200,USD,7238.2,3.4752,631.8,3587,3857.9,211.2,209,-9.2,A
4040,20141231,2014,INDL,C,D,STD,257867200,USD,7639.3,2.972,593.8,3429.1,3632.5,117.4,147.1,26.3,A
4040,20151231,2015,INDL,C,D,STD,257867200,USD,7279.3,3.2696,682.7,3188.3,3422.9,151.1,267.8,129.4,A
4058,20061231,2006,INDL,C,D,STD,260003108,USD,7626.658,18.6526,3811.022,1480.491,1512.758,561.782,822.869,219.541,A
4058,20071231,2007,INDL,C,D,STD,260003108,USD,8069.77,20.337,3946.173,1452.003,1485.178,661.08,887.604,234.331,A
4058,20081231,2008,INDL,C,D,STD,260003108,USD,7867.304,20.3921,3792.866,1860.729,1892.923,590.831,946.019,251.261,A
4058,20091231,2009,INDL,C,D,STD,260003108,USD,7882.403,21.852,4083.608,1825.26,1860.884,356.438,491.618,119.724,A
4058,20101231,2010,INDL,C,D,STD,260003108,USD,8562.894,24.2725,4526.562,1790.886,1792.811,700.104,925.084,217.176,A
4058,20111231,2011,INDL,C,D,STD,260003108,USD,9501.45,26.8562,4930.555,2186.23,2187.252,895.243,1095.164,248.799,A
4058,20121231,2012,INDL,C,D,STD,260003108,USD,10443.943,28.1554,4919.23,2193.637,2199.455,811.07,1137.571,304.452,A
4058,20131231,2013,INDL,C,D,STD,260003108,USD,10838.172,31.6491,5377.396,2602.824,2611.395,1003.129,1237.412,271.607,A
4058,20141231,2014,INDL,C,D,STD,260003108,USD,9090.385,22.7022,3700.725,2256.442,2560.199,775.235,1094.207,316.067,A
4058,20151231,2015,INDL,C,D,STD,260003108,USD,8619.763,23.5128,3644.575,2619.665,2622.617,869.829,800.61,204.729,A
4060,20061231,2006,INDL,C,D,STD,260543103,USD,45581,17.8122,17065,8036,9327,3724,4972,1155,A
4060,20071231,2007,INDL,C,D,STD,260543103,USD,48801,20.6185,19389,7581,8167,2887,4229,1244,A
4060,20081231,2008,INDL,C,D,STD,260543103,USD,45474,14.6168,13511,8042,9496,579,1321,667,A
4060,20091231,2009,INDL,C,D,STD,260543103,USD,65937,14.3929,16555,19152,20234,648,469,-97,A
4060,20101231,2010,INDL,C,D,STD,260543103,USD,69588,15.2834,17839,20605,22360,2310,2802,481,A
4060,20111231,2011,INDL,C,D,STD,260543103,USD,69224,15.4327,18281,18310,21059,2742,3601,817,A
4060,20121231,2012,INDL,C,D,STD,260543103,USD,69605,14.0257,16877,19919,20591,1182,1665,565,A
4060,20131231,2013,INDL,C,D,STD,260543103,USD,69501,18.9985,22898,16820,17517,4787,6804,1988,A
4060,20141231,2014,INDL,C,D,STD,260543103,USD,68796,15.9149,18423,18838,19232,3772,5265,1426,A
4060,20151231,2015,INDL,C,D,STD,260543103,USD,68026,19.1362,21374,16215,16756,7685,9930,2147,A
4062,20061231,2006,INDL,C,D,STD,260561105,USD,1955.562,5.9652,498.973,224.962,224.962,386.564,161.125,7.97,I
4066,20061231,2006,INDL,C,D,STD,681919106,USD,18164.4,22.9987,3871.3,3054.7,3055.8,864,1421.5,466.9,A
4066,20071231,2007,INDL,C,D,STD,681919106,USD,19271.7,12.6678,4091.7,3059.8,3064.5,975.7,1623.5,536.9,A
4066,20081231,2008,INDL,C,D,STD,681919106,USD,17318.4,11.4637,3522.8,3079.3,3094.9,1000.3,1657.1,542.7,A
4066,20091231,2009,INDL,C,D,STD,681919106,USD,17920.7,13.6018,4194.8,2245.3,2281.8,793,1305,433.6,A
4066,20101231,2010,INDL,C,D,STD,681919106,USD,19566.1,12.5412,3580.5,3155.3,3177,827.7,1383.9,460.2,A
4066,20111231,2011,INDL,C,D,STD,681919106,USD,20505.4,12.8175,3504.3,3214.7,3239.5,952.6,1566.2,505.8,A
4066,20121231,2012,INDL,C,D,STD,681919106,USD,22151.9,13.2092,3460.8,4482.4,4506.2,998.3,1644.6,527.1,A
4066,20131231,2013,INDL,C,D,STD,681919106,USD,22098.7,13.9068,3582.4,4066.6,4089.2,991.1,1676.8,565.2,A
4066,20141231,2014,INDL,C,D,STD,681919106,USD,21559.7,11.5525,2850,4596.6,4620.2,1104,1826.2,593.1,A
4066,20151231,2015,INDL,C,D,STD,681919106,USD,22110.7,10.2311,2452.4,3599.4,4623.6,1093.9,1787,583.6,A
4087,20061231,2006,INDL,C,D,STD,263534109,USD,31777,9.9613,9185,6013,7178,3148,3329,196,A
4087,20071231,2007,INDL,C,D,STD,263534109,USD,34131,12.1196,10899,5955,5979,2988,3743,748,A
4087,20081231,2008,INDL,C,D,STD,263534109,USD,36209,7.6332,6888,7638,9204,2007,2391,381,A
4087,20091231,2009,INDL,C,D,STD,263534109,USD,38185,7.7206,6978,9528,10510,1755,2184,415,A
4087,20101231,2010,INDL,C,D,STD,263534109,USD,40410,9.856,9041,10137,10142,3031,3711,659,A
4087,20111231,2011,INDL,C,D,STD,263534109,USD,48492,9.0226,8356,11736,12148,3474,4282,772,A
4087,20121231,2012,INDL,C,D,STD,263534109,USD,49736,10.5582,9851,10465,11720,2788,3115,622,A
4087,20131231,2013,INDL,C,D,STD,263534109,USD,51499,17.2516,15992,10741,12418,4848,3489,626,A
4087,20141231,2014,INDL,C,D,STD,263534109,USD,49876,14.4567,13083,9271,10677,3625,4991,1370,A
4087,20151231,2015,INDL,C,D,STD,263534109,USD,41166,11.1965,9756,7642,8758,1953,2591,696,A
4093,20061231,2006,INDL,C,D,STD,26441C204,USD,68700,20.7653,26102,18118,,1863,2923,843,A
4093,20071231,2007,INDL,C,D,STD,26441C204,USD,49704,16.7979,21199,9498,,1500,2236,712,A
4093,20081231,2008,INDL,C,D,STD,26441C204,USD,53077,16.5,20988,13250,,1362,1891,616,A
4093,20091231,2009,INDL,C,D,STD,26441C204,USD,57040,16.6157,21750,16113,,1075,1831,758,A
4093,20101231,2010,INDL,C,D,STD,26441C204,USD,59090,16.9466,22522,17935,,1320,2210,890,A
4093,20111231,2011,INDL,C,D,STD,26441C204,USD,62526,17.0449,22772,18679,,1706,2465,752,A
4093,20121231,2012,INDL,C,D,STD,26441C204,USD,113856,58.1761,40863,36351,,1768,2451,705,A
4093,20131231,2013,INDL,C,D,STD,26441C204,USD,114779,58.5411,41330,38152,,2665,3920,1261,A
4093,20141231,2014,INDL,C,D,STD,26441C204,USD,120709,57.8147,40875,37213,,1883,4134,1669,A
4093,20151231,2015,INDL,C,D,STD,26441C204,USD,121156,57.7427,39727,37495,,2816,4137,1326,A
4108,20061231,2006,INDL,C,D,STD,34354P105,USD,2869.235,18.2176,1020.586,556.519,564.569,115.032,187.276,73.238,A
4108,20071231,2007,INDL,C,D,STD,34354P105,USD,3520.421,22.9622,1292.977,550.795,557.976,255.774,360.068,104.294,A
4108,20081231,2008,INDL,C,D,STD,34354P105,USD,4023.694,24.7717,1367.767,545.617,573.348,442.413,590.134,147.721,A
4108,20091231,2009,INDL,C,D,STD,34354P105,USD,4248.894,32.6827,1796.113,539.373,566.728,427.887,584.791,156.46,A
4108,20101231,2010,INDL,C,D,STD,34354P105,USD,4459.91,38.1958,2103.022,476.23,527.711,388.29,530.277,141.596,A
4108,20111231,2011,INDL,C,D,STD,34354P105,USD,4622.614,42.1069,2269.813,451.593,505.216,428.582,587.755,158.524,A
4108,20121231,2012,INDL,C,D,STD,34354P105,USD,4810.958,39.2691,1890.219,869.116,928.594,448.339,611.565,160.766,A
4108,20131231,2013,INDL,C,D,STD,34354P105,USD,5036.733,13.6362,1870.379,1127.619,1200.297,485.53,693.021,204.701,A
4108,20141231,2014,INDL,C,D,STD,34354P105,USD,4968.02,14.3772,1931.562,1101.791,1154.922,518.824,733.19,208.305,A
4108,20151231,2015,INDL,C,D,STD,34354P105,USD,5103.85,12.9094,1666.477,1570.836,1631.27,267.669,422.196,148.922,A
4145,20061231,2006,INDL,C,D,STD,714046109,USD,2510.322,12.8005,1577.73,151.781,151.781,119.583,150.736,32.412,A
4145,20071231,2007,INDL,C,D,STD,714046109,USD,2949.337,13.3969,1575.277,516.078,516.078,131.686,151.289,17.455,A
4145,20081231,2008,INDL,C,D,STD,714046109,USD,2931.767,13.3884,1567.943,509.04,509.04,126.409,147.361,21.216,A
4145,20091231,2009,INDL,C,D,STD,714046109,USD,3064.242,13.92,1628.957,558.197,558.197,85.599,130.677,37.933,A
4145,20101231,2010,INDL,C,D,STD,714046109,USD,3209.373,16.6428,1925.818,424,424,383.919,161.984,26.062,A
4145,20111231,2011,INDL,C,D,STD,714046109,USD,3834.198,16.2802,1842.216,944.908,944.908,7.655,64.354,63.182,A
4145,20121231,2012,INDL,C,D,STD,714046109,USD,3901.762,16.8627,1939.812,938.824,940.596,69.94,50.587,-17.854,A
4145,20131231,2013,INDL,C,D,STD,714046109,USD,3946.712,17.7089,1994.487,932.104,934.728,167.212,153.332,-14.592,A
4145,20141231,2014,INDL,C,D,STD,714046109,USD,4134.075,18.1551,2042.102,1051.892,1052.967,157.778,169.603,8.437,A
4145,20151231,2015,INDL,C,D,STD,714046109,USD,4166.295,18.8375,2110.441,1011.762,1012.885,212.425,244.015,31.327,A
4199,20061231,2006,INDL,C,D,STD,G29183103,USD,11417,28.0656,4106,1774,2096,950,989,77,A
4199,20071231,2007,INDL,C,D,STD,G29183103,USD,13430,35.4247,5172,2432,2592,994,1041,82,A
4199,20081231,2008,INDL,C,D,STD,G29183103,USD,16655,38.2848,6317,3190,3459,1058,1128,73,A
4199,20091231,2009,INDL,C,D,STD,G29183103,USD,16282,40.7762,6777,3349,3354,383,303,-82,A
4199,20101231,2010,INDL,C,D,STD,G29183103,USD,17252,43.3186,7362,3382,3386,929,1036,99,A
4199,20111231,2011,INDL,C,D,STD,G29183103,USD,17873,22.3355,7469,3366,3687,1350,1553,201,A
4199,20121231,2012,INDL,C,D,STD,G29183103,USD,35848,32.0501,15086,9762,10076,1217,1251,31,A
4199,20131231,2013,INDL,C,D,STD,G29183103,USD,35491,35.342,16791,8969,9536,1861,1884,11,A
4199,20141231,2014,INDL,C,D,STD,G29183103,USD,33529,33.738,15786,8024,9032,1793,1761,-42,A
4199,20151231,2015,INDL,C,D,STD,G29183103,USD,31031,33.0994,15186,7781,8023,1979,2145,164,A
4213,20061231,2006,INDL,C,D,STD,278865100,USD,4419.365,6.6852,1680.23,557.058,956.936,368.615,567.224,198.609,A
4213,20071231,2007,INDL,C,D,STD,278865100,USD,4722.8,7.8424,1935.7,599.9,603.1,427.2,616.3,189.1,A
4213,20081231,2008,INDL,C,D,STD,278865100,USD,4756.9,6.6542,1571.6,799.3,804.4,448.1,650.9,202.8,A
4213,20091231,2009,INDL,C,D,STD,278865100,USD,5020.9,8.4571,2000.9,868.8,876.7,417.3,620.1,201.4,A
4213,20101231,2010,INDL,C,D,STD,278865100,USD,4872.2,9.1573,2129.2,656.4,813.2,530.3,747.7,216.6,A
4213,20111231,2011,INDL,C,D,STD,278865100,USD,18240.8,19.4082,5666.7,6613.2,6619.8,462.5,679.6,216.3,A
4213,20121231,2012,INDL,C,D,STD,278865100,USD,17572.3,20.6194,6077,5736.1,5903.7,703.6,1012.6,311.3,A
4213,20131231,2013,INDL,C,D,STD,278865100,USD,19636.5,24.3887,7344.3,6043.5,6548.8,967.8,1298.3,324.7,A
4213,20141231,2014,INDL,C,D,STD,278865100,USD,19466.7,24.3983,7315.9,4864,5619.5,1202.8,1698.4,476.2,A
4213,20151231,2015,INDL,C,D,STD,278865100,USD,18641.7,23.3468,6909.9,4260.2,5829.6,1002.1,1317.7,300.5,A
4242,20061231,2006,INDL,C,D,STD,28336L109,USD,27261,4.9289,3436,13329,,475,523,-9,I
4242,20071231,2007,INDL,C,D,STD,28336L109,USD,24579,6.4665,4530,12483,,1110,664,222,I
4242,20081231,2008,INDL,C,D,STD,28336L109,USD,23668,4.7025,3285,12818,,-823,-1034,-245,I
4242,20091231,2009,INDL,C,D,STD,28336L109,USD,22505,3.5022,2456,13391,,-534,-873,-399,I
4242,20101231,2010,INDL,C,D,STD,28336L109,USD,25270,4.497,3167,13517,,806,1310,386,I
4242,20111231,2011,INDL,C,D,STD,28336L109,USD,24314,5.6382,4354,12605,,206,377,-50,I
4321,20060930,2006,INDL,C,D,STD,291011104,USD,18672,20.2661,8154,3128,3130,1845,2684,839,A
4321,20070930,2007,INDL,C,D,STD,291011104,USD,19680,11.1259,8772,3372,3623,2136,3107,971,A
4321,20080930,2008,INDL,C,D,STD,291011104,USD,21040,11.8164,9113,3297,3764,2412,3591,1137,A
4321,20090930,2009,INDL,C,D,STD,291011104,USD,19763,11.3783,8555,3998,4564,1724,2417,693,A
4321,20100930,2010,INDL,C,D,STD,291011104,USD,22843,13.0093,9792,4586,4657,2164,2879,848,A
4321,20110930,2011,INDL,C,D,STD,291011104,USD,23861,14.074,10399,4324,4603,2480,3631,1127,A
4321,20120930,2012,INDL,C,D,STD,291011104,USD,23818,14.2174,10295,3787,4347,1968,3115,1091,A
4321,20130930,2013,INDL,C,D,STD,291011104,USD,24711,14.9789,10585,4055,4322,2004,3196,1130,A
4321,20140930,2014,INDL,C,D,STD,291011104,USD,24177,14.5262,10119,3559,4081,2147,3348,1164,A
4321,20150930,2015,INDL,C,D,STD,291011104,USD,22088,12.3448,8081,4289,4580,2710,4161,1428,A
4367,20061231,2006,INDL,C,D,STD,G48833100,USD,10139.248,18.1725,6174.799,1564.6,1580.343,896.369,1224.223,316.524,A
4367,20071231,2007,INDL,C,D,STD,G48833100,USD,13190.957,21.8427,7406.719,3066.335,3077.909,1070.606,1444.486,332.76,A
4367,20081231,2008,INDL,C,D,STD,G48833100,USD,16476.513,12.0375,8285.648,4564.255,4580.113,1353.903,1689.914,288.811,A
4367,20091231,2009,INDL,C,D,STD,G48833100,USD,18866.183,13.3211,9719.672,5847.258,5865.332,253.766,299.474,19.549,A
4367,20101231,2010,INDL,C,D,STD,G48833100,USD,19131.654,12.7763,9400.931,6529.998,6747.389,-107.925,204.589,297.721,A
4367,20111231,2011,INDL,C,D,STD,G48833100,USD,21051,12.4486,9324,6286,6595,189,747,542,A
4367,20121231,2012,INDL,C,D,STD,G48833100,USD,22795,11.5453,8786,7049,7637,-778,-288,462,A
4367,20131231,2013,INDL,C,D,STD,G48833100,USD,21977,10.6415,8162,7061,7134,-345,-170,144,A
4367,20141231,2014,INDL,C,D,STD,G48833100,USD,18889,8.9897,6958,6798,6848,-584,-255,284,A
4367,20151231,2015,INDL,C,D,STD,G48833100,USD,14787,5.525,4304,5879,6280,-1985,-2096,-145,A
4423,20061231,2006,INDL,C,D,STD,294429105,USD,1790.6,6.7209,838.1,173.9,503.9,274.5,420.4,141.4,A
4423,20071231,2007,INDL,C,D,STD,294429105,USD,3523.9,10.788,1399.2,1165.2,1167.8,272.7,430.7,151.9,A
4423,20081231,2008,INDL,C,D,STD,294429105,USD,3260.3,10.3911,1312.4,1187.4,1216.3,272.8,412.1,133.1,A
4423,20091231,2009,INDL,C,D,STD,294429105,USD,3550.5,12.6878,1601.2,990.9,1010.1,233.9,356.6,116.1,A
4423,20101231,2010,INDL,C,D,STD,294429105,USD,3433.6,13.7961,1691.4,978.9,999.6,266.7,375.2,131.9,A
4423,20111231,2011,INDL,C,D,STD,294429105,USD,3508.6,14.2341,1702.4,966,983.2,232.9,408.2,168,A
4423,20121231,2012,INDL,C,D,STD,294429105,USD,4511.1,16.0565,1933.2,1447.4,1465.7,272.1,440.2,159.4,A
4423,20131231,2013,INDL,C,D,STD,294429105,USD,4539.9,18.8737,2300.7,1145.5,1442,351.8,530.4,188.9,A
4423,20141231,2014,INDL,C,D,STD,294429105,USD,4674.2,18.4263,2200.1,1145.7,1146.4,367.4,574.2,200.2,A
4423,20151231,2015,INDL,C,D,STD,294429105,USD,4509,19.4684,2310.9,1145.9,1148,429.1,636.6,201.8,A
4430,20061231,2006,INDL,C,D,STD,26884L109,USD,3256.911,7.7817,946.28,753.5,,220.286,325.731,109.706,A
4430,20071231,2007,INDL,C,D,STD,26884L109,USD,3936.971,8.9843,1097.472,753.5,,257.483,401.878,144.395,A
4430,20081231,2008,INDL,C,D,STD,26884L109,USD,5329.662,15.6656,2050.093,1249.2,,255.604,410.524,154.92,A
4430,20091231,2009,INDL,C,D,STD,26884L109,USD,5957.257,16.4287,2151.03,1949.2,,156.929,253.597,96.668,A
4430,20101231,2010,INDL,C,D,STD,26884L109,USD,7098.438,20.6412,3078.696,1943.2,,227.7,355.22,127.52,A
4430,20111231,2011,INDL,C,D,STD,26884L109,USD,8772.719,24.0427,3593.83,2527.627,,479.769,759.129,279.36,A
4430,20121231,2012,INDL,C,D,STD,26884L109,USD,8849.862,24.008,3603.82,2502.969,,183.395,301.707,105.296,A
4430,20131231,2013,INDL,C,D,STD,26884L109,USD,9792.053,26.741,4034.788,2490.354,,390.572,521.158,175.186,A
4430,20141231,2014,INDL,C,D,STD,26884L109,USD,12064.9,30.2304,4582.815,2822.889,,386.965,723.711,214.092,A
4430,20151231,2015,INDL,C,D,STD,26884L109,USD,13976.172,33.2852,5077.791,2793.343,,85.171,426.561,104.675,A
4494,20061231,2006,INDL,C,D,STD,302130109,USD,1822.338,5.0213,1069.935,0,0,235.094,395.664,160.661,A
4494,20071231,2007,INDL,C,D,STD,302130109,USD,2069.065,5.7586,1226.571,0,0,269.154,449.673,179.815,A
4494,20081231,2008,INDL,C,D,STD,302130109,USD,2100.839,6.4462,1366.418,0,0,301.014,499.572,196.593,A
4494,20091231,2009,INDL,C,D,STD,302130109,USD,2323.722,7.3246,1553.007,0,0,240.217,402.872,162.475,A
4494,20101231,2010,INDL,C,D,STD,302130109,USD,2679.179,8.21,1740.906,0,0,344.172,564.068,219.863,A
4494,20111231,2011,INDL,C,D,STD,302130109,USD,2866.827,9.4509,2003.638,0,0,385.679,638.028,251.785,A
4494,20121231,2012,INDL,C,D,STD,302130109,USD,2954.125,9.8245,2027.699,0,0,333.36,550.393,217.424,A
4494,20131231,2013,INDL,C,D,STD,302130109,USD,3014.812,10.2925,2084.783,0,0,348.526,572.596,222.585,A
4494,20141231,2014,INDL,C,D,STD,302130109,USD,2890.905,9.7488,1868.408,0,0,376.888,610.889,231.429,A
4494,20151231,2015,INDL,C,D,STD,302130109,USD,2582.438,9.2932,1691.993,0,0,457.223,736.689,277.192,A
4503,20061231,2006,INDL,C,D,STD,30231G102,USD,219015,19.8715,113844,6645,7104,39500,68453,27902,A
4503,20071231,2007,INDL,C,D,STD,30231G102,USD,242082,22.6239,121762,7183,7501,40610,71479,29864,A
4503,20081231,2008,INDL,C,D,STD,30231G102,USD,228052,22.702,112965,7025,7393,45220,83397,36530,A
4503,20091231,2009,INDL,C,D,STD,30231G102,USD,233323,23.3909,110569,7129,7477,19280,34777,15119,A
4503,20101231,2010,INDL,C,D,STD,30231G102,USD,302510,29.4917,146839,12227,12572,30460,52959,21561,A
4503,20111231,2011,INDL,C,D,STD,30231G102,USD,331052,32.6143,154396,9322,12753,41060,73257,31051,A
4503,20121231,2012,INDL,C,D,STD,30231G102,USD,333795,36.8421,165863,7928,8953,44880,78726,31045,A
4503,20131231,2013,INDL,C,D,STD,30231G102,USD,346808,40.1391,174003,6891,7925,32580,57711,24263,A
4503,20141231,2014,INDL,C,D,STD,30231G102,USD,349493,41.5137,174399,11653,12423,32520,51630,18015,A
4503,20151231,2015,INDL,C,D,STD,30231G102,USD,336758,41.0999,170811,19925,20483,16150,21966,5415,A
4510,20061231,2006,INDL,C,D,STD,302491303,USD,2735,26.6063,1019.5,523.5,576,132,221.3,68.7,A
4510,20071231,2007,INDL,C,D,STD,302491303,USD,2733.4,14.1661,1064.3,419.6,497.3,132.4,195.3,29,A
4510,20081231,2008,INDL,C,D,STD,302491303,USD,2993.9,12.4521,902.9,592.9,595,304.6,471.9,125.4,A
4510,20091231,2009,INDL,C,D,STD,302491303,USD,3136.2,14.843,1076.4,588,610.5,228.5,310,53,A
4510,20101231,2010,INDL,C,D,STD,302491303,USD,3319.9,15.8283,1131.5,503,619.4,172.5,350.5,132,A
4510,20111231,2011,INDL,C,D,STD,302491303,USD,3743.5,17.7642,1240.6,779.1,798.6,365.9,550.5,136.5,A
4510,20121231,2012,INDL,C,D,STD,302491303,USD,4373.9,10.7525,1480.3,908.8,914.5,416.2,612.6,146.7,A
4510,20131231,2013,INDL,C,D,STD,302491303,USD,5235.2,11.4369,1519.8,1154.1,1188.8,293.9,615.9,148.6,A
4510,20141231,2014,INDL,C,D,STD,302491303,USD,5340.5,11.4801,1530.5,1153.4,1155.4,307.5,485,73.5,A
4510,20151231,2015,INDL,C,D,STD,302491303,USD,6325.9,13.959,1865.7,2036.3,2037.8,489,-130.5,47.4,A
4517,20061231,2006,INDL,C,D,STD,65339F101,USD,35991,24.4941,9930,9591,,1281,1678,397,A
4517,20071231,2007,INDL,C,D,STD,65339F101,USD,40123,26.3536,10735,11280,,1312,1680,368,A
4517,20081231,2008,INDL,C,D,STD,65339F101,USD,44821,28.5658,11681,13833,,1639,2089,450,A
4517,20091231,2009,INDL,C,D,STD,65339F101,USD,48458,31.3499,12967,16300,,1615,1942,327,A
4517,20101231,2010,INDL,C,D,STD,65339F101,USD,52994,34.3604,14461,18013,,1957,2489,532,A
4517,20111231,2011,INDL,C,D,STD,65339F101,USD,57188,35.9207,14943,20810,,1923,2452,529,A
4517,20121231,2012,INDL,C,D,STD,65339F101,USD,64439,37.8962,16068,23177,,1911,2603,692,A
4517,20131231,2013,INDL,C,D,STD,65339F101,USD,69306,41.4713,18040,23969,,1908,2521,801,A
4517,20141231,2014,INDL,C,D,STD,65339F101,USD,74929,44.9571,19916,24367,,2465,3645,1176,A
4517,20151231,2015,INDL,C,D,STD,65339F101,USD,82479,48.9675,22574,26681,,2752,3990,1228,A
4560,20060831,2006,INDL,C,D,STD,307000109,USD,2523.029,8.0447,1208.393,250,250,195.111,311.144,116.033,I
4560,20070831,2007,INDL,C,D,STD,307000109,USD,2624.156,8.1946,1174.641,250,250,242.854,381.896,139.042,I
4560,20080831,2008,INDL,C,D,STD,307000109,USD,2661.782,8.9767,1254.083,250,250,233.073,361.762,128.689,I
4560,20090831,2009,INDL,C,D,STD,307000109,USD,2842.722,10.3754,1440.06,250,250,291.266,450.925,159.659,I
4560,20100831,2010,INDL,C,D,STD,307000109,USD,2982.057,10.8971,1421.554,250,250,358.135,563.858,205.723,I
4560,20110831,2011,INDL,C,D,STD,307000109,USD,2996.205,9.2633,1087.074,532.37,548.57,388.445,617.158,228.713,I
4560,20120831,2012,INDL,C,D,STD,307000109,USD,3373.065,11.2483,1297.627,516.32,532.52,422.24,663.938,241.698,I
4560,20130831,2013,INDL,C,D,STD,307000109,USD,3709.861,13.8937,1599.055,500.275,516.475,443.575,690.697,247.122,I
4560,20140831,2014,INDL,C,D,STD,307000109,USD,3857.295,14.6134,1665.725,484.226,500.426,284.503,422.754,138.251,I
4598,20070531,2006,INDL,C,D,STD,31428X106,USD,24000,41.1176,12656,2007,2646,2016,3215,1199,A
4598,20080531,2007,INDL,C,D,STD,31428X106,USD,25633,46.7375,14526,1506,2008,1125,2016,891,A
4598,20090531,2008,INDL,C,D,STD,31428X106,USD,24244,43.7011,13626,1930,2583,98,677,579,A
4598,20100531,2009,INDL,C,D,STD,31428X106,USD,24902,43.9944,13811,1668,1930,1184,1894,710,A
4598,20110531,2010,INDL,C,D,STD,31428X106,USD,27385,48.0085,15220,1667,1685,1452,2265,813,A
4598,20120531,2011,INDL,C,D,STD,31428X106,USD,29903,46.5978,14727,1250,1667,2032,3141,1109,A
4598,20130531,2012,INDL,C,D,STD,31428X106,USD,33567,54.7853,17398,2739,2990,1561,2455,894,A
4598,20140531,2013,INDL,C,D,STD,31428X106,USD,33070,53.1627,15277,4736,4737,2097,3289,1192,A
4598,20150531,2014,INDL,C,D,STD,31428X106,USD,37069,53,14993,7249,7268,1050,1627,577,A
4598,20160531,2015,INDL,C,D,STD,31428X106,USD,46064,51.6958,13784,13838,13867,1820,2740,920,A
4601,20061231,2006,FS,C,D,STD,313586109,USD,843936,,32398,466676,,,4223,166,A
4601,20061231,2006,INDL,C,D,STD,313586109,USD,843936,33.3275,32398,466676,601236,4059,4223,166,A
4601,20071231,2007,FS,C,D,STD,313586109,USD,882547,,27098,456715,,,-5147,-3091,A
4601,20071231,2007,INDL,C,D,STD,313586109,USD,882547,27.8184,27098,456715,562139,-2050,-5147,-3091,A
4601,20081231,2008,FS,C,D,STD,313586109,USD,912404,,-37536,447522,,,-44570,13749,A
4601,20081231,2008,INDL,C,D,STD,313586109,USD,912404,-6.6021,-37536,447522,539402,-58707,-44570,13749,A
4601,20091231,2009,FS,C,D,STD,313586109,USD,869141,,-96620,459022,,,-73007,-985,A
4601,20091231,2009,INDL,C,D,STD,313586109,USD,869141,-16.9112,-96620,459022,574117,-71969,-73007,-985,A
4601,20101231,2010,FS,C,D,STD,313586109,USD,3221972,,-111403,3039757,,,-14100,-82,A
4601,20101231,2010,INDL,C,D,STD,313586109,USD,3221972,-19.4811,-111403,3039757,3039757,-14014,-14100,-82,A
4601,20111231,2011,FS,C,D,STD,313586109,USD,3211484,,-136332,3038147,,,-16945,-90,A
4601,20111231,2011,INDL,C,D,STD,313586109,USD,3211484,-23.6779,-136332,3038147,3038147,-16855,-16945,-90,A
4601,20121231,2012,FS,C,D,STD,313586109,USD,3222422,,-129096,3080801,,,17220,0,A
4601,20121231,2012,INDL,C,D,STD,313586109,USD,3222422,-22.0373,-129096,3080801,3080801,17224,17220,0,A
4601,20131231,2013,FS,C,D,STD,313586109,USD,3270108,,-126738,3160074,,,38567,-45415,A
4601,20131231,2013,INDL,C,D,STD,313586109,USD,3270108,-22.0105,-126738,3160074,3160074,83963,38567,-45415,A
4601,20141231,2014,FS,C,D,STD,313586109,USD,3248176,,-132599,3115583,,,21150,6941,A
4601,20141231,2014,INDL,C,D,STD,313586109,USD,3248176,-23.0283,-132599,3115583,3115583,14208,21150,6941,A
4601,20151231,2015,FS,C,D,STD,313586109,USD,3221917,,-132249,3125721,,,16208,5253,A
4601,20151231,2015,INDL,C,D,STD,313586109,USD,3221917,-22.9675,-132249,3125721,3125721,10954,16208,5253,A
4611,20070131,2006,INDL,C,D,STD,55616P104,USD,29550,24.6597,12254,7847,8497,995,1446,458,A
4611,20080131,2007,INDL,C,D,STD,55616P104,USD,27789,23.6024,9907,9087,9753,893,1320,411,A
4611,20090131,2008,INDL,C,D,STD,55616P104,USD,22145,11.0597,4646,8733,9699,-4803,-4938,-135,A
4611,20100131,2009,INDL,C,D,STD,55616P104,USD,21300,11.1704,4701,8456,8698,350,507,157,A
4611,20110131,2010,INDL,C,D,STD,55616P104,USD,20631,13.0628,5530,6971,7425,847,1320,473,A
4611,20120131,2011,INDL,C,D,STD,55616P104,USD,22095,14.3247,5933,6655,7758,1256,1968,712,A
4611,20130131,2012,INDL,C,D,STD,55616P104,USD,20991,15.6074,6051,6806,6930,1335,2102,767,A
4611,20140131,2013,INDL,C,D,STD,55616P104,USD,21634,17.1236,6249,6728,7191,1486,2290,804,A
4611,20150131,2014,INDL,C,D,STD,55616P104,USD,21461,15.791,5378,7265,7341,1526,2390,864,A
